,id,source,target,length_m,X,Y,name,charging_stations,model_type,range,capacity
225,10225,,,,3.81108329029798,51.3398853377852,8863755,0.0,intermediate_node,150000,600
226,10226,,,,5.638847719663761,52.61617774885,8863074,0.0,intermediate_node,150000,600
227,10227,,,,4.67451965975494,52.1190521005373,8863360,2.0,harbour_with_charging,150000,600
228,10228,,,,4.89820080178614,52.3835262832878,8863796,0.0,intermediate_node,150000,600
229,10229,,,,5.0941185447169,52.3601290892,8867829,0.0,intermediate_node,150000,600
230,10230,,,,4.66917516502852,51.8293462000266,8866570,0.0,intermediate_node,150000,600
231,10231,,,,5.75530421511335,50.973509149024,22638156,1.0,harbour_with_charging,150000,600
232,10232,,,,5.4611125386155495,51.8885880593153,8861996,0.0,intermediate_node,150000,600
233,10233,,,,5.46603689154447,52.2544399381578,8864494,1.0,harbour_with_charging,150000,600
234,10234,,,,6.056240782775151,53.1089724389608,8863518,2.0,harbour_with_charging,150000,600
235,10235,,,,5.466826260107919,52.4658222120622,8864526,0.0,intermediate_node,150000,600
236,10236,,,,4.97261966269935,51.8346010321376,8867910,0.0,intermediate_node,150000,600
237,10237,,,,3.81378139910084,51.3461192296812,8863105,0.0,intermediate_node,150000,600
238,10238,,,,4.64443424053739,52.2207211246058,8862716,0.0,intermediate_node,150000,600
239,10239,,,,4.8123704317004,52.4217962974251,8863656,0.0,intermediate_node,150000,600
240,10240,,,,4.62984445555747,51.87608380888721,8866686,2.0,harbour_with_charging,150000,600
241,10241,,,,5.966126849931709,51.682625933061594,22638320,1.0,harbour_with_charging,150000,600
242,10242,,,,5.33062130507903,52.4965969141035,8861499,0.0,intermediate_node,150000,600
243,10243,,,,4.65915343872601,51.8507497719035,8863048,0.0,intermediate_node,150000,600
244,10244,,,,3.70582361407519,51.451397395397,8864111,2.0,harbour_with_charging,150000,600
245,10245,,,,5.20980030209201,52.4422841957409,8864076,0.0,intermediate_node,150000,600
246,10246,,,,4.32003340516321,51.8944476699094,8861716,0.0,intermediate_node,150000,600
247,10247,,,,5.36196740226477,51.952089140817,8862202,0.0,intermediate_node,150000,600
248,10248,,,,5.0927173061095,53.29364954525371,8865605,1.0,harbour_with_charging,150000,600
249,10249,,,,5.36916172675837,51.789966462379105,8865119,0.0,intermediate_node,150000,600
250,10250,,,,5.52564356934231,52.5970524789327,8862947,0.0,intermediate_node,150000,600
251,10251,,,,4.62129045100853,51.8000010724038,8863665,0.0,intermediate_node,150000,600
