,id,source,target,length_m,X,Y,name,charging_stations,model_type,number_CS
83,10083,8863742,8867500,3010.574501261619,4.567076573139815,51.9040031878656,"('8863742', '8867500')",,link,
84,10084,8863742,8864009,6345.434042802259,4.529788330107969,51.91155238987895,"('8863742', '8864009')",,link,
85,10085,22638404,8860920,17405.0201831585,5.60626727496069,51.8043525637273,"('22638404', '8860920')",,link,
86,10086,22638404,8865600,22323.297714000786,5.770299835624151,51.77522891623675,"('22638404', '8865600')",,link,
87,10087,8867392,8865846,5150.090118295874,5.1017212513663,52.03032040431495,"('8867392', '8865846')",,link,
88,10088,8867392,8861231,1347.594709895256,5.0944630799438695,52.006925111529995,"('8867392', '8861231')",,link,
89,10089,8863074,8862947,12696.726283290065,5.582245644503035,52.60661511389135,"('8863074', '8862947')",,link,
90,10090,8863074,8863762,11350.240892031743,5.590941145550115,52.63454459081065,"('8863074', '8863762')",,link,
91,10091,8863074,8862210,2390.526626829499,5.64796822568055,52.610406705237445,"('8863074', '8862210')",,link,
92,10092,8861968,8860582,16652.10461941077,6.074083394941685,52.5803343849682,"('8861968', '8860582')",,link,
93,10093,8861968,8864912,3759.3725750651683,6.059046326230891,52.51451619094745,"('8861968', '8864912')",,link,
94,10094,8864553,8865600,15752.141728287595,5.91390123800074,51.72019090108545,"('8864553', '8865600')",,link,
95,10095,8864553,8863114,22472.167086056357,6.02099854062055,51.6147523701944,"('8864553', '8863114')",,link,
96,10096,8864553,22638320,318.6481160065551,5.964697068551989,51.6824505362884,"('8864553', '22638320')",,link,
97,10097,8861716,8865803,3404.805972468202,4.326768204132335,51.880682762367854,"('8861716', '8865803')",,link,
98,10098,8862992,8865869,8013.645657179569,4.00727757826387,51.4701091925662,"('8862992', '8865869')",,link,
99,10099,8862992,105,24266.603004660057,4.068311016676608,51.53796780829147,"('8862992', '105')",,link,
100,10100,8865846,8860732,6342.197653574884,5.09179386066102,52.072615836436654,"('8865846', '8860732')",,link,
101,10101,8865846,8866095,1237.4271420654368,5.1088190157198206,52.04387364634745,"('8865846', '8866095')",,link,
102,10102,8865846,8866045,1756.8508609858898,5.109518640347485,52.0557800697008,"('8865846', '8866045')",,link,
103,10103,8863762,8863288,21524.16830629768,5.456906492884945,52.697565573068346,"('8863762', '8863288')",,link,
104,10104,8863762,8862947,6481.372633783516,5.5343390703893895,52.62498195585199,"('8863762', '8862947')",,link,
105,10105,8865119,8865735,2754.6360768049108,5.35919165596399,51.797023910873754,"('8865119', '8865735')",,link,
106,10106,8865119,8860920,21738.422412640983,5.45281589713033,51.80316021000795,"('8865119', '8860920')",,link,
107,10107,8860918,30986757,25639.529312781637,6.306084192337455,52.16676075672415,"('8860918', '30986757')",,link,
108,10108,8860918,8867516,16346.559002806618,6.17764041737664,52.207028918943905,"('8860918', '8867516')",,link,
109,10109,8860582,8867867,967.3939384186926,6.071884668456935,52.636669616686405,"('8860582', '8867867')",,link,
110,10110,8860582,8861920,961.2215030384722,6.078817705458219,52.638844949339855,"('8860582', '8861920')",,link,
111,10111,8865470,8868457,1299.0955587103342,5.4201712725886555,52.5090671046823,"('8865470', '8868457')",,link,
112,10112,8865470,8862947,15260.859670969767,5.47540120835181,52.554605885875205,"('8865470', '8862947')",,link,
113,10113,8865470,8861829,1439.7522013413216,5.418693141220304,52.511442528708244,"('8865470', '8861829')",,link,
114,10114,8868457,8864526,7644.475558713141,5.44100497896196,52.48589856430455,"('8868457', '8864526')",,link,
115,10115,8868457,8861499,9864.474801739514,5.372902501447515,52.5012859153252,"('8868457', '8861499')",,link,
116,10116,30986757,8860579,26938.42866546132,6.535421258027069,52.2022052722822,"('30986757', '8860579')",,link,
117,10117,8861447,8867600,31559.39263526992,5.236600901101865,53.2559758758656,"('8861447', '8867600')",,link,
118,10118,8861447,8864260,9486.022259566209,5.182085610256995,53.338239199263555,"('8861447', '8864260')",,link,
119,10119,8861447,8865605,9312.218159038304,5.118942901046831,53.30810511363515,"('8861447', '8865605')",,link,
120,10120,8863125,8865894,451.72185183617614,5.709454761352545,52.83950381295155,"('8863125', '8865894')",,link,
121,10121,8863125,8868409,4489.0493097566605,5.696212134306705,52.8514979257693,"('8863125', '8868409')",,link,
122,10122,8860920,8862570,3637.045729955795,5.53976921305347,51.80363090994625,"('8860920', '8862570')",,link,
123,10123,8866671,8861752,2090.3837105055036,4.66234890700379,52.46848599031835,"('8866671', '8861752')",,link,
124,10124,8863796,8866747,1562.5440565588387,4.894547929894944,52.389459826698904,"('8863796', '8866747')",,link,
125,10125,8863796,8862592,1460.6439182086408,4.90428366444431,52.3815368789814,"('8863796', '8862592')",,link,
126,10126,8863796,8865186,2125.464097906425,4.8913661710525655,52.38594780549665,"('8863796', '8865186')",,link,
127,10127,8865644,8861568,2195.066624197709,4.779183795791155,52.95139464358204,"('8865644', '8861568')",,link,
128,10128,8865644,112,21847.570674122773,4.777987242017263,52.86720599137227,"('8865644', '112')",,link,
129,10129,8862210,8867901,12251.17421087467,5.71149438852263,52.59424468065604,"('8862210', '8867901')",,link,
130,10130,8862210,117,19632.95211243175,5.741782085336187,52.614474914722166,"('8862210', '117')",,link,
131,10131,8861863,8861752,4447.126251963466,4.642423567366885,52.46357970763705,"('8861863', '8861752')",,link,
132,10132,8861863,8865817,4279.454749882435,4.603268309901835,52.46733176109735,"('8861863', '8865817')",,link,
133,10133,8861863,34170247,4818.48523919938,4.6007947562517995,52.46694439013605,"('8861863', '34170247')",,link,
134,10134,8861819,34170247,11895.325142609303,4.52574605181875,52.47063231652095,"('8861819', '34170247')",,link,
135,10135,8861819,8860852,77157.83408992212,4.229631461708255,52.2391977371439,"('8861819', '8860852')",,link,
136,10136,8868065,8863614,1826.96746134736,6.936999497692866,53.32671034470725,"('8868065', '8863614')",,link,
137,10137,8868065,114,20319.738242750584,6.857649897564368,53.29899720480308,"('8868065', '114')",,link,
138,10138,8868065,124,18512.337071201182,6.916481416110257,53.35461963697655,"('8868065', '124')",,link,
139,10139,8865887,8864837,2899.1081096888047,5.021256608688075,52.2912791230546,"('8865887', '8864837')",,link,
140,10140,8865887,8867046,13500.574631946138,4.96836912964322,52.32285906070805,"('8865887', '8867046')",,link,
141,10141,8865887,8867829,13081.040789248524,5.057590068578855,52.33221537890485,"('8865887', '8867829')",,link,
142,10142,8866137,8862161,13980.310768799009,5.18826312072836,51.73548249380786,"('8866137', '8862161')",,link,
143,10143,8866137,8865387,23039.698710314668,5.06420076747202,51.779161414918455,"('8866137', '8865387')",,link,
144,10144,8866137,8862907,8527.69983478479,5.090381133129226,51.72466159147975,"('8866137', '8862907')",,link,
145,10145,22637863,8860623,92.32237863656498,6.154291710597015,51.39348838186455,"('22637863', '8860623')",,link,
146,10146,8864912,8868191,23384.822600347838,5.968232963620671,52.5380752541263,"('8864912', '8868191')",,link,
147,10147,8864912,109,22605.667782849127,6.075392365637136,52.43942518383855,"('8864912', '109')",,link,
148,10148,8862048,8861752,7261.178649044565,4.691934334411265,52.44735881097285,"('8862048', '8861752')",,link,
149,10149,8862048,8863656,10124.479187427632,4.766976812975255,52.42769678553345,"('8862048', '8863656')",,link,
150,10150,8862048,125,18331.124797753197,4.680430882444098,52.38001710066713,"('8862048', '125')",,link,
151,10151,8864526,8864005,28128.83107822585,5.353219966318685,52.4345774422467,"('8864526', '8864005')",,link,
152,10152,8864526,8862690,7646.1206187269345,5.49599821587999,52.48336874277225,"('8864526', '8862690')",,link,
153,10153,8867489,8862858,3317.5322882847117,3.822197680812565,51.3328678837737,"('8867489', '8862858')",,link,
154,10154,8867489,8861462,4925.477692048235,3.8326072109745652,51.29834006989215,"('8867489', '8861462')",,link,
155,10155,8867489,8863755,2824.9912757553275,3.817862972209605,51.32939139070045,"('8867489', '8863755')",,link,
156,10156,8864737,8863665,22452.089676754964,4.526648808502886,51.818369406246006,"('8864737', '8863665')",,link,
157,10157,8864737,8865803,11931.86907901251,4.38275508454935,51.851827797457254,"('8864737', '8865803')",,link,
158,10158,8864737,104,26096.37386591743,4.429872425050858,51.805204502053,"('8864737', '104')",,link,
159,10159,8863755,8863469,633.7723030695171,3.81363581900077,51.33860886074935,"('8863755', '8863469')",,link,
160,10160,8863755,8863105,766.6858464489444,3.8124323446994097,51.3430022837332,"('8863755', '8863105')",,link,
161,10161,8866512,8860579,15216.961607814945,6.638308079268626,52.30340358026525,"('8866512', '8860579')",,link,
162,10162,8864494,8861611,703.5612088596363,5.465390555616815,52.257545605355205,"('8864494', '8861611')",,link,
163,10163,8863596,8867901,1022.9995319265565,5.7705211488269645,52.58365519986249,"('8863596', '8867901')",,link,
164,10164,8863596,8868191,13065.594194231064,5.832828392251685,52.5778515805241,"('8863596', '8868191')",,link,
165,10165,8863596,106,23788.202099480175,5.733634570837424,52.52838415179935,"('8863596', '106')",,link,
166,10166,8861698,8862106,14573.861977617695,4.71282301839684,51.755859115042554,"('8861698', '8862106')",,link,
167,10167,8861698,8860725,4454.730156416705,4.640105885431515,51.71770068611086,"('8861698', '8860725')",,link,
168,10168,8861698,8863630,18595.65387848237,4.74282857956723,51.71637571656976,"('8861698', '8863630')",,link,
169,10169,8867824,8865869,1085.0151905623702,4.0031481279525405,51.4369080963546,"('8867824', '8865869')",,link,
170,10170,8867824,8862858,23899.461668617103,3.909086966545315,51.39240645839925,"('8867824', '8862858')",,link,
171,10171,8867824,120,18962.179853589012,3.9247090529686,51.43339117318118,"('8867824', '120')",,link,
172,10172,8861563,8867403,258.6481107170962,5.293964799303125,52.6997572594584,"('8861563', '8867403')",,link,
173,10173,8863131,8867986,584.9264533641734,4.673586216198215,51.82149435383915,"('8863131', '8867986')",,link,
174,10174,8863131,8863665,6109.629444359677,4.6461535999396,51.81104328684425,"('8863131', '8863665')",,link,
175,10175,8865803,8864952,25289.716355056917,4.24049413059009,51.9115762602713,"('8865803', '8864952')",,link,
176,10176,8867148,22638156,87.29410845238024,5.754916964266135,50.9735853004934,"('8867148', '22638156')",,link,
177,10177,8867148,8868208,9678.917653196715,5.778680025197641,51.009632270488396,"('8867148', '8868208')",,link,
178,10178,8867148,8861305,15767.351668360145,5.7260744492327955,50.917245801822745,"('8867148', '8861305')",,link,
179,10179,8863710,8864009,2629.8158073469385,4.49528962036419,51.91295196401795,"('8863710', '8864009')",,link,
180,10180,8863710,8866388,2130.4126642699316,4.47613880740085,51.9043874753838,"('8863710', '8866388')",,link,
181,10181,8862690,8863709,3789.8471672387113,5.525509915760905,52.5175458741084,"('8862690', '8863709')",,link,
182,10182,8862690,8867258,22054.022383817028,5.62007016398915,52.5199914002324,"('8862690', '8867258')",,link,
183,10183,8864167,8867600,8409.387779932304,5.3649276466279705,53.183352734037356,"('8864167', '8867600')",,link,
184,10184,8864167,8860933,13938.697275607525,5.368922377125346,53.1307685711126,"('8864167', '8860933')",,link,
185,10185,8861380,8867083,7626.719045946325,4.2267684049016,51.48896649119226,"('8861380', '8867083')",,link,
186,10186,8861380,103,27103.94788764461,4.173721203171841,51.45077562864188,"('8861380', '103')",,link,
187,10187,8866305,8860852,9214.014777858401,4.02741573879971,51.99588222708245,"('8866305', '8860852')",,link,
188,10188,8866305,8864465,6392.719934918127,4.096131795375285,51.9801130364511,"('8866305', '8864465')",,link,
189,10189,8862592,8867046,5712.559012733039,4.913021596974055,52.360481963740696,"('8862592', '8867046')",,link,
190,10190,8864821,8863966,9956.748047176494,6.687764794667466,53.17776262432879,"('8864821', '8863966')",,link,
191,10191,8861611,8866661,21402.93536909143,5.5369278730604155,52.3119088898183,"('8861611', '8866661')",,link,
192,10192,8861611,111,22280.962366832202,5.372087800946095,52.28552072671445,"('8861611', '111')",,link,
193,10193,8865920,8864117,291.25856183885236,4.884001242144645,51.81474089308535,"('8865920', '8864117')",,link,
194,10194,8865990,101,34399.15132118663,5.619986477953628,51.49898690459962,"('8865990', '101')",,link,
195,10195,8867403,8860563,8931.941743932814,5.263558446595235,52.67423930961155,"('8867403', '8860563')",,link,
196,10196,8867403,8862616,10796.612914825231,5.29813846297937,52.74062748293295,"('8867403', '8862616')",,link,
197,10197,8866429,8863656,2002.9581465276578,4.8158436450884405,52.4136201408064,"('8866429', '8863656')",,link,
198,10198,8866727,8867153,1389.6938702976665,4.38813617745423,51.6850570513493,"('8866727', '8867153')",,link,
199,10199,8866727,8860743,5934.3406652686745,4.41208880200492,51.69053722215415,"('8866727', '8860743')",,link,
200,10200,8867374,8867538,12269.485852538608,4.603853453353435,51.94152349997615,"('8867374', '8867538')",,link,
201,10201,8867374,8867500,2903.957468619093,4.578663172039355,51.9082009262004,"('8867374', '8867500')",,link,
202,10202,8860732,8864837,25641.274336459184,5.049513504668759,52.1874017909586,"('8860732', '8864837')",,link,
203,10203,8860732,8866045,5814.765678183789,5.095300164088645,52.079711237681856,"('8860732', '8866045')",,link,
204,10204,22638029,8864151,7912.84914572579,4.926702101460325,51.8220913919246,"('22638029', '8864151')",,link,
205,10205,22638029,8864117,1052.8237261997417,4.887344441322395,51.8174428277696,"('22638029', '8864117')",,link,
206,10206,22638029,8867986,24037.539243228617,4.78393482910083,51.8201126360464,"('22638029', '8867986')",,link,
207,10207,8866893,8868359,1040.4249099070125,4.83966123125269,51.713240598008355,"('8866893', '8868359')",,link,
208,10208,8866893,8862907,23444.80948519612,4.949255249873531,51.7129873936163,"('8866893', '8862907')",,link,
209,10209,8865600,8861687,15165.06598797255,5.845764512477936,51.811951421440504,"('8865600', '8861687')",,link,
210,10210,30984595,8860725,6279.201490860039,4.596294442118015,51.703364087903154,"('30984595', '8860725')",,link,
211,10211,8863630,8868359,1034.8561856146985,4.83037221964422,51.711996879831204,"('8863630', '8868359')",,link,
212,10212,8863630,8863818,7765.172161466329,4.83589280034294,51.681539882306055,"('8863630', '8863818')",,link,
213,10213,8864151,8865387,4471.861577784906,4.981768840892025,51.8229141347524,"('8864151', '8865387')",,link,
214,10214,8861986,8866388,6422.974310842722,4.43885354026209,51.9000313488614,"('8861986', '8866388')",,link,
215,10215,8861920,8864954,12830.015625066957,6.130264002715035,52.6690635339256,"('8861920', '8864954')",,link,
216,10216,8861920,8867867,1664.635338704154,6.074676841449586,52.63997413074255,"('8861920', '8867867')",,link,
217,10217,8860623,8863114,26592.040379090307,6.11666119803461,51.47050352472685,"('8860623', '8863114')",,link,
218,10218,8860623,8864825,31092.798676726386,6.071391853245094,51.310719113021946,"('8860623', '8864825')",,link,
219,10219,8867538,8865214,10239.160629660068,4.657341907078595,51.991735802458244,"('8867538', '8865214')",,link,
220,10220,8865756,123,18681.139324824864,5.5046696234219805,53.1837286320114,"('8865756', '123')",,link,
221,10221,8867515,8867829,4976.985453292856,5.075761208313255,52.3730874538692,"('8867515', '8867829')",,link,
222,10222,8867515,8864076,17969.095075944228,5.13360208700081,52.41416500713965,"('8867515', '8864076')",,link,
223,10223,8868301,8862106,12445.216652568093,4.81939443419511,51.80023806167395,"('8868301', '8862106')",,link,
224,10224,8868301,8864117,1257.826003234519,4.87802530351174,51.8127767349207,"('8868301', '8864117')",,link,
225,10225,8868301,8868359,13290.038668041523,4.85404792333331,51.76123209663145,"('8868301', '8868359')",,link,
226,10226,8863114,22638019,69.62598264212046,6.07876855488008,51.546917506879055,"('8863114', '22638019')",,link,
227,10227,8862776,122,18831.21318081247,4.862636561359135,51.93956150857271,"('8862776', '122')",,link,
228,10228,8862497,8865817,1029.157007993054,4.588400982887295,52.470056279816404,"('8862497', '8865817')",,link,
229,10229,8864076,8860563,23114.252319510088,5.221183671102144,52.54591305972825,"('8864076', '8860563')",,link,
230,10230,8864076,8861499,14657.796074342363,5.27021080358552,52.4694405549222,"('8864076', '8861499')",,link,
231,10231,8864076,8864005,6879.51793322567,5.22470698731073,52.42280843408605,"('8864076', '8864005')",,link,
232,10232,8866564,8866306,3378.2517165791955,4.548598087993716,52.210291929384454,"('8866564', '8866306')",,link,
233,10233,8866564,108,23269.54278251474,4.509389261202545,52.13559258989039,"('8866564', '108')",,link,
234,10234,8860579,8864153,16360.268924364946,6.723060865222015,52.2430021011035,"('8860579', '8864153')",,link,
235,10235,8862448,8864929,9622.681015805589,5.948493482352459,51.186615680071,"('8862448', '8864929')",,link,
236,10236,8862448,8864825,3176.1169859780193,5.985272076034585,51.21570904184895,"('8862448', '8864825')",,link,
237,10237,8864020,8864837,606.2860549203193,5.02213195480567,52.275697177702746,"('8864020', '8864837')",,link,
238,10238,8864952,8863570,351.5946603948577,4.14635736468254,51.9551188325151,"('8864952', '8863570')",,link,
239,10239,8860631,8866095,26901.63642071443,5.2256224456477,52.000002946590854,"('8860631', '8866095')",,link,
240,10240,8860631,8862340,1558.4441908427393,5.346180601146985,51.95838008678224,"('8860631', '8862340')",,link,
241,10241,8860631,8862813,29105.297395482106,5.221380335655705,51.982001101788356,"('8860631', '8862813')",,link,
242,10242,8860631,102,31016.879143942682,5.472823462410664,51.9648836284387,"('8860631', '102')",,link,
243,10243,8862340,8862202,1104.0932076450106,5.35735470389156,51.953953022719546,"('8862340', '8862202')",,link,
244,10244,8867785,8862614,4541.701591594181,3.6861295243106547,51.42935655077605,"('8867785', '8862614')",,link,
245,10245,8867785,120,18962.179853589012,3.77728470773234,51.424224333809924,"('8867785', '120')",,link,
246,10246,8864825,8864929,10568.213167819993,5.951412510807675,51.198567415685844,"('8864825', '8864929')",,link,
247,10247,8866306,125,18331.124797753197,4.598126258832073,52.27285675471778,"('8866306', '125')",,link,
248,10248,8866627,8862907,825.4579713324122,5.05564220526443,51.708780959249,"('8866627', '8862907')",,link,
249,10249,8863354,8861687,3348.901030302486,5.8406182034250556,51.859276598130954,"('8863354', '8861687')",,link,
250,10250,8863354,8862687,30002.54323716567,5.97447098805301,51.851757163415904,"('8863354', '8862687')",,link,
251,10251,8861625,8861372,2495.7033194149653,4.76100284009991,52.62723566526335,"('8861625', '8861372')",,link,
252,10252,8861625,112,21847.570674122773,4.761231261834608,52.71090223954242,"('8861625', '112')",,link,
253,10253,8861996,8865631,1862.9807402706147,5.4530320032387145,51.8862988523893,"('8861996', '8865631')",,link,
254,10254,8861996,8862202,13480.952406888953,5.41153997044016,51.92033860006615,"('8861996', '8862202')",,link,
255,10255,8861996,8865412,8678.919879769393,5.4997890230937845,51.8929122023806,"('8861996', '8865412')",,link,
256,10256,8867516,109,22605.667782849127,6.134274306823445,52.31046745703125,"('8867516', '109')",,link,
257,10257,8863335,8867867,8569.716997860245,6.031802975350516,52.640895736051554,"('8863335', '8867867')",,link,
258,10258,8863335,117,19632.95211243175,5.911168792613882,52.63415342091673,"('8863335', '117')",,link,
259,10259,8862614,8860852,141339.25714541328,3.8277425928141797,51.7220263709878,"('8862614', '8860852')",,link,
260,10260,8868208,8861292,15305.284316640002,5.845022259109456,51.09988159275055,"('8868208', '8861292')",,link,
261,10261,8867128,8865214,802.0074453111314,4.687392139044605,52.0147326504314,"('8867128', '8865214')",,link,
262,10262,8867829,111,22280.962366832202,5.186774963459965,52.33525963503815,"('8867829', '111')",,link,
263,10263,8867046,107,23300.309819736853,4.855387415072958,52.285825364739125,"('8867046', '107')",,link,
