,id,source,target,length_m,X,Y,name,charging_stations,model_type
162,10162,8861380,8867083,7626.719045946325,4.2267684049016,51.48896649119226,"('8861380', '8867083')",,link
163,10163,8861380,8865869,54207.89577528922,4.11843914555401,51.445797619042054,"('8861380', '8865869')",,link
164,10164,8863656,8863272,3147.743549842997,4.826482561752311,52.4199541296512,"('8863656', '8863272')",,link
165,10165,8863656,8862048,10124.479187427632,4.766976812975255,52.42769678553345,"('8863656', '8862048')",,link
166,10166,8861528,8863891,20727.387990750554,3.654935074468515,51.38315549476485,"('8861528', '8863891')",,link
167,10167,8866095,8860631,26901.63642071443,5.2256224456477,52.000002946590854,"('8866095', '8860631')",,link
168,10168,11309119,8865119,7485.407449996959,5.34811515264668,51.769058141952954,"('11309119', '8865119')",,link
169,10169,8867986,8862106,11000.829482301699,4.720934426430695,51.80569472487005,"('8867986', '8862106')",,link
170,10170,8863469,8863755,633.7723030695171,3.81363581900077,51.33860886074935,"('8863469', '8863755')",,link
171,10171,8861687,8865600,15165.06598797255,5.845764512477936,51.811951421440504,"('8861687', '8865600')",,link
172,10172,8862106,8868301,12445.216652568093,4.81939443419511,51.80023806167395,"('8862106', '8868301')",,link
173,10173,8862106,8861698,14573.861977617695,4.71282301839684,51.755859115042554,"('8862106', '8861698')",,link
174,10174,8864384,8867515,12312.66212513234,5.00486290431778,52.3839931686271,"('8864384', '8867515')",,link
175,10175,8864384,8862592,4659.573897961478,4.931344231914215,52.3807439966954,"('8864384', '8862592')",,link
176,10176,8866747,8863272,6263.787724277327,4.865744874903985,52.40675266599365,"('8866747', '8863272')",,link
177,10177,8865600,8864553,15752.141728287595,5.91390123800074,51.72019090108545,"('8865600', '8864553')",,link
178,10178,8860563,8864076,23114.252319510088,5.221183671102144,52.54591305972825,"('8860563', '8864076')",,link
179,10179,8864117,8868301,1257.826003234519,4.87802530351174,51.8127767349207,"('8864117', '8868301')",,link
180,10180,8861698,8863630,18595.65387848237,4.74282857956723,51.71637571656976,"('8861698', '8863630')",,link
181,10181,8862570,8860920,3637.045729955795,5.53976921305347,51.80363090994625,"('8862570', '8860920')",,link
182,10182,8861305,8867148,15767.351668360145,5.7260744492327955,50.917245801822745,"('8861305', '8867148')",,link
183,10183,8867910,8864151,1655.7769099938287,4.96715494547205,51.829730875143795,"('8867910', '8864151')",,link
184,10184,8864319,8864929,2072.412143806971,5.9057877963538346,51.16668174522725,"('8864319', '8864929')",,link
185,10185,8863630,8868359,1034.8561856146985,4.83037221964422,51.711996879831204,"('8863630', '8868359')",,link
186,10186,8863742,8867374,2757.739737089771,4.56520353216928,51.9100315058256,"('8863742', '8867374')",,link
187,10187,8867148,22638156,87.29410845238024,5.754916964266135,50.9735853004934,"('8867148', '22638156')",,link
188,10188,8867515,8864076,17969.095075944228,5.13360208700081,52.41416500713965,"('8867515', '8864076')",,link
189,10189,8867083,8862801,19982.07204534722,4.2388686185458955,51.58046011071936,"('8867083', '8862801')",,link
190,10190,8868359,8868301,13290.038668041523,4.85404792333331,51.76123209663145,"('8868359', '8868301')",,link
191,10191,8863272,8861372,31379.45313872912,4.80487355013038,52.519916464388245,"('8863272', '8861372')",,link
192,10192,8864929,8862448,9622.681015805589,5.948493482352459,51.186615680071,"('8864929', '8862448')",,link
193,10193,8860920,8865119,21738.422412640983,5.45281589713033,51.80316021000795,"('8860920', '8865119')",,link
194,10194,8868457,8861499,9864.474801739514,5.372902501447515,52.5012859153252,"('8868457', '8861499')",,link
195,10195,8861499,8864076,14657.796074342363,5.27021080358552,52.4694405549222,"('8861499', '8864076')",,link
196,10196,,,,6.79588204172812,52.2470459268307,8864153,1.0,harbour_with_charging
197,10197,,,,6.944693261992941,53.3247348479598,8868065,0.0,intermediate_node
198,10198,,,,4.8850275763204,51.8139181963307,8865920,0.0,harbour
199,10199,,,,5.466826260107919,52.4658222120622,8864526,0.0,intermediate_node
200,10200,,,,5.80283033697636,51.045603089014,8868208,1.0,harbour_with_charging
201,10201,,,,5.85424257072345,51.8527570160366,8863354,0.0,intermediate_node
202,10202,,,,6.07872979406883,51.5472296008736,8863114,0.0,intermediate_node
203,10203,,,,5.37278307062632,51.6801484679581,11309058,0.0,intermediate_node
204,10204,,,,4.91567666684563,52.34141645280639,8867046,0.0,intermediate_node
205,10205,,,,4.41004897950466,51.89992066272399,8861986,0.0,intermediate_node
206,10206,,,,4.57230998083105,51.6925587903232,30984595,1.0,harbour_with_charging
207,10207,,,,5.966126849931709,51.682625933061594,22638320,0.0,harbour
208,10208,,,,5.75186236821517,53.1962612442423,8865462,0.0,intermediate_node
209,10209,,,,5.93422443041975,53.170376042424,8861681,0.0,intermediate_node
210,10210,,,,6.07880731569133,51.5466054128845,22638019,1.0,harbour_with_charging
211,10211,,,,5.0941185447169,52.3601290892,8867829,0.0,intermediate_node
212,10212,,,,5.29337974552806,52.7005778234093,8861563,1.0,harbour_with_charging
213,10213,,,,5.9083300442421,53.1445952621226,8864435,0.0,intermediate_node
214,10214,,,,4.84606130900947,51.6515603182112,8863818,1.0,harbour_with_charging
215,10215,,,,5.0018474535393,51.820967551354805,8865387,0.0,intermediate_node
216,10216,,,,5.05420818485371,51.7119679044774,8862907,0.0,intermediate_node
217,10217,,,,5.619515317759569,52.3552441748871,8863861,1.0,harbour_with_charging
218,10218,,,,4.66228547457242,52.4611203483039,8861752,0.0,intermediate_node
219,10219,,,,6.09469940538257,51.85075731079521,8862687,1.0,harbour_with_charging
220,10220,,,,5.53846550757202,51.8972363454459,8865412,1.0,harbour_with_charging
221,10221,,,,4.3544207692191,51.6615921323762,8864258,0.0,intermediate_node
222,10222,,,,4.59282700613227,52.4714881044083,8862497,1.0,harbour_with_charging
223,10223,,,,5.887214181242551,51.1541600964871,8861292,0.0,intermediate_node
224,10224,,,,5.44348837210988,51.885705379838,22638146,1.0,harbour_with_charging
225,10225,,,,4.00668012620939,51.50437678529,8862992,2.0,harbour_with_charging
226,10226,,,,4.62984445555747,51.87608380888721,8866686,2.0,harbour_with_charging
227,10227,,,,5.091495994075,52.00189408288569,8861231,0.0,intermediate_node
228,10228,,,,5.714970156326241,52.5390675269825,8867258,1.0,harbour_with_charging
229,10229,,,,5.11686640686609,52.0690861380017,8867240,1.0,harbour_with_charging
230,10230,,,,5.27550822977527,51.710912092794196,8866775,1.0,harbour_with_charging
231,10231,,,,5.02106159244081,52.3043016686097,8865887,0.0,intermediate_node
232,10232,,,,5.10601233691986,52.0486846684556,8865846,0.0,intermediate_node
233,10233,,,,4.62027890340498,51.7141693854831,8860725,0.0,intermediate_node
234,10234,,,,5.34922158516961,51.8040813593684,8865735,0.0,intermediate_node
235,10235,,,,4.64443424053739,52.2207211246058,8862716,0.0,intermediate_node
236,10236,,,,5.52584965986975,52.5341764747345,8863709,1.0,harbour_with_charging
237,10237,,,,4.78635008378718,51.91878398380171,8862776,1.0,harbour_with_charging
238,10238,,,,4.58053621300989,51.9021726082404,8867500,0.0,intermediate_node
239,10239,,,,4.77200235947372,52.95743141987689,8861568,0.0,harbour
240,10240,,,,4.65915343872601,51.8507497719035,8863048,0.0,intermediate_node
241,10241,,,,5.35274200551835,51.95581690462209,8862340,0.0,intermediate_node
242,10242,,,,4.33350300310146,51.866917854826305,8865803,0.0,intermediate_node
243,10243,,,,5.42227204182425,53.1795510946011,8865756,1.0,harbour_with_charging
244,10244,,,,5.88963994342825,51.1537721105376,8863599,0.0,harbour
245,10245,,,,5.76590004534792,52.58385369968719,8867901,0.0,intermediate_node
246,10246,,,,5.09743016581274,52.0119561401743,8867392,3.0,harbour_with_charging
247,10247,,,,5.29454985307819,52.698936695507506,8867403,0.0,intermediate_node
248,10248,,,,4.67101674887067,51.8220855012847,8863131,0.0,intermediate_node
249,10249,,,,4.81931685847648,52.405443984187706,8866429,4.0,harbour_with_charging
250,10250,,,,5.89051453219736,52.5722464610104,8868191,0.0,harbour
251,10251,,,,6.65023968871591,52.2389582753763,8860579,0.0,intermediate_node
252,10252,,,,5.36196740226477,51.952089140817,8862202,0.0,intermediate_node
253,10253,,,,3.6686865135070996,51.4390721874278,8862614,0.0,intermediate_node
254,10254,,,,5.14516849598416,53.3225606820166,8861447,0.0,intermediate_node
255,10255,,,,5.07757538440218,52.09654700441771,8860732,0.0,intermediate_node
256,10256,,,,4.54022222896137,52.2013072770258,8866564,1.0,harbour_with_charging
257,10257,,,,5.44495146786188,51.8840096454633,8865631,0.0,intermediate_node
258,10258,,,,5.609111526431671,52.363166507084,8866661,0.0,intermediate_node
259,10259,,,,6.15399081919364,51.393199315149,22637863,1.0,harbour_with_charging
260,10260,,,,4.55697394702606,52.21927658174311,8866306,0.0,intermediate_node
261,10261,,,,4.63091677563805,51.968817755791896,8867538,0.0,harbour
262,10262,,,,5.46603689154447,52.2544399381578,8864494,1.0,harbour_with_charging
263,10263,,,,3.70357253511421,51.4196409141243,8867785,0.0,intermediate_node
264,10264,,,,4.68376703851914,52.01465384912459,8865214,0.0,intermediate_node
265,10265,,,,3.99842122558673,51.4379745928668,8867824,1.0,harbour_with_charging
266,10266,,,,4.84430231489335,51.7140068827552,8866893,1.0,harbour_with_charging
267,10267,,,,5.9881911044898,51.2276607774638,8864825,0.0,intermediate_node
268,10268,,,,4.97882314759826,51.8352968915153,8863019,0.0,harbour
269,10269,,,,4.43200716599724,51.8367377400882,8864737,0.0,intermediate_node
270,10270,,,,4.8917139746759,51.8193220656992,22638029,0.0,intermediate_node
271,10271,,,,5.0927173061095,53.29364954525371,8865605,0.0,harbour
272,10272,,,,4.75285327174328,52.6327503636275,8861625,1.0,harbour_with_charging
273,10273,,,,4.62129045100853,51.8000010724038,8863665,0.0,intermediate_node
274,10274,,,,4.62256166016135,52.4660390669702,8861863,0.0,intermediate_node
275,10275,,,,4.9896956444011,52.809382587272204,8866465,1.0,harbour_with_charging
276,10276,,,,5.85396538419482,51.8514420885143,22638327,0.0,harbour
277,10277,,,,4.43615944214078,51.7022764335403,8860743,0.0,intermediate_node
278,10278,,,,5.67606448241909,51.7923511698178,22638404,1.0,harbour_with_charging
279,10279,,,,3.8197527075039,51.3468383239317,8862858,0.0,intermediate_node
280,10280,,,,3.81378139910084,51.3461192296812,8863105,0.0,intermediate_node
281,10281,,,,5.24997216005198,51.73360970913361,8862161,0.0,intermediate_node
282,10282,,,,4.66917516502852,51.8293462000266,8866570,0.0,intermediate_node
283,10283,,,,5.32803330621957,53.1893910697146,8867600,0.0,intermediate_node
284,10284,,,,4.89820080178614,52.3835262832878,8863796,0.0,intermediate_node
285,10285,,,,4.41689035792607,51.9384485284842,8862292,0.0,intermediate_node
286,10286,,,,5.23961367252945,52.4033326724312,8864005,1.0,harbour_with_charging
287,10287,,,,5.022812284676,52.273137777905994,8864020,1.0,harbour_with_charging
