,length,condition,lat,lon,model_type,id,road,name
1054,1.3,C,21.13491492,92.17793796,bridge,11054,N1,xyz
1055,167,NaN,21.13457686,92.17854834,link,11055,N1,xyz
1056,3.3,A,21.1342388,92.17915872,bridge,11056,N1,xyz
1057,673,NaN,21.13306784,92.18192523,link,11057,N1,xyz
1058,4.7,B,21.13189689,92.18469174,bridge,11058,N1,xyz
1059,326,NaN,21.1309353,92.18575379,link,11059,N1,xyz
1060,1.2,C,21.12997372,92.18681585,bridge,11060,N1,xyz
1061,34,NaN,21.12987091,92.18693143,link,11061,N1,xyz
1062,7.9,B,21.1297681,92.187047,bridge,11062,N1,xyz
1063,126,NaN,21.12938709,92.18747531,link,11063,N1,xyz
1064,1.2,A,21.12900608,92.18790361,bridge,11064,N1,xyz
1065,113,NaN,21.12866438,92.18828773,link,11065,N1,xyz
1066,1.2,A,21.12832269,92.18867184,bridge,11066,N1,xyz
1067,77,NaN,21.12808985,92.18893358,link,11067,N1,xyz
1068,1.2,B,21.12785701,92.18919533,bridge,11068,N1,xyz
1069,391,NaN,21.12648035,92.1902814,link,11069,N1,xyz
1070,6.4,A,21.12510369,92.19136747,bridge,11070,N1,xyz
1071,182,NaN,21.12443209,92.19176318,link,11071,N1,xyz
1072,3.35,A,21.12376049,92.19215889,bridge,11072,N1,xyz
1073,114,NaN,21.12333565,92.19244062,link,11073,N1,xyz
1074,13,C,21.12291081,92.19272235,bridge,11074,N1,xyz
1075,51,NaN,21.12272276,92.19284145,link,11075,N1,xyz
1076,3.2,A,21.12253472,92.19296056,bridge,11076,N1,xyz
1077,126,NaN,21.1220523,92.19323876,link,11077,N1,xyz
1078,72.6,B,21.12156989,92.19351697,bridge,11078,N1,xyz
1079,483,NaN,21.12001542,92.1949046,link,11079,N1,xyz
1080,3.4,A,21.11846094,92.19629223,bridge,11080,N1,xyz
1081,312,NaN,21.11721764,92.19668336,link,11081,N1,xyz
1082,2.8,A,21.11597435,92.19707449,bridge,11082,N1,xyz
1083,191,NaN,21.1152662,92.19754766,link,11083,N1,xyz
1084,12.8,B,21.11455805,92.19802083,bridge,11084,N1,xyz
1085,410,NaN,21.11322553,92.19930682,link,11085,N1,xyz
1086,1.2,A,21.11189301,92.2005928,bridge,11086,N1,xyz
1087,124,NaN,21.11135158,92.20134425,link,11087,N1,xyz
1088,1.2,A,21.11081015,92.20209569,bridge,11088,N1,xyz
1089,104,NaN,21.11034702,92.20273767,link,11089,N1,xyz
1090,1.2,A,21.10988389,92.20337965,bridge,11090,N1,xyz
1091,193,NaN,21.10932762,92.20410876,link,11091,N1,xyz
1092,2.8,A,21.10877134,92.20483787,bridge,11092,N1,xyz
1093,160,NaN,21.10854394,92.20508593,link,11093,N1,xyz
1094,2.8,A,21.10831653,92.20533398,bridge,11094,N1,xyz
1095,215,NaN,21.10807492,92.20572064,link,11095,N1,xyz
1096,1.2,A,21.1078333,92.2061073,bridge,11096,N1,xyz
1097,295,NaN,21.10656387,92.20675273,link,11097,N1,xyz
1098,1.2,C,21.10529443,92.20739816,bridge,11098,N1,xyz
1099,396,NaN,21.103662,92.20766881,link,11099,N1,xyz
1100,34.2,A,21.10202957,92.20793946,bridge,11100,N1,xyz
1101,189,NaN,21.10130349,92.20825875,link,11101,N1,xyz
1102,3,A,21.10057741,92.20857805,bridge,11102,N1,xyz
1103,231,NaN,21.09972422,92.20911798,link,11103,N1,xyz
1104,1.2,A,21.09887103,92.20965792,bridge,11104,N1,xyz
1105,479,NaN,21.09695115,92.21055901,link,11105,N1,xyz
1106,2.7,A,21.09503127,92.2114601,bridge,11106,N1,xyz
1107,69,NaN,21.09473824,92.21156818,link,11107,N1,xyz
1108,2.7,A,21.09444522,92.21167626,bridge,11108,N1,xyz
1109,244,NaN,21.09341397,92.21199371,link,11109,N1,xyz
1110,4.2,A,21.09238273,92.21231115,bridge,11110,N1,xyz
1111,221,NaN,21.09145438,92.21259787,link,11111,N1,xyz
1112,2.7,A,21.09052602,92.21288459,bridge,11112,N1,xyz
1113,209,NaN,21.08969653,92.21329008,link,11113,N1,xyz
1114,1.2,A,21.08886703,92.21369557,bridge,11114,N1,xyz
1115,245,NaN,21.08791309,92.21426597,link,11115,N1,xyz
1116,2.8,A,21.08695915,92.21483637,bridge,11116,N1,xyz
1117,59,NaN,21.08672942,92.21497374,link,11117,N1,xyz
1118,1.2,A,21.0864997,92.2151111,bridge,11118,N1,xyz
1119,254,NaN,21.0854561,92.21551547,link,11119,N1,xyz
1120,14,A,21.0844125,92.21591985,bridge,11120,N1,xyz
1121,263,NaN,21.08332722,92.21626053,link,11121,N1,xyz
1122,1.2,A,21.08224195,92.21660122,bridge,11122,N1,xyz
1123,224,NaN,21.08134247,92.21700264,link,11123,N1,xyz
1124,1,A,21.08044299,92.21740407,bridge,11124,N1,xyz
1125,161,NaN,21.07983367,92.21776368,link,11125,N1,xyz
1126,1,A,21.07922435,92.2181233,bridge,11126,N1,xyz
1127,298,NaN,21.07825346,92.21902668,link,11127,N1,xyz
1128,3,A,21.07728257,92.21993007,bridge,11128,N1,xyz
1129,246,NaN,21.07649986,92.22068273,link,11129,N1,xyz
1130,6.1,C,21.07571716,92.2214354,bridge,11130,N1,xyz
1131,203,NaN,21.07494747,92.22184217,link,11131,N1,xyz
1132,5.8,A,21.07417778,92.22224894,bridge,11132,N1,xyz
1133,258,NaN,21.07333537,92.22288088,link,11133,N1,xyz
1134,1.3,A,21.07249295,92.22351281,bridge,11134,N1,xyz
1135,182,NaN,21.07186241,92.22390259,link,11135,N1,xyz
1136,5.8,B,21.07123188,92.22429237,bridge,11136,N1,xyz
1137,207,NaN,21.0703841,92.22443057,link,11137,N1,xyz
1138,7.5,C,21.06953633,92.22456877,bridge,11138,N1,xyz
1139,528,NaN,21.06728809,92.22455166,link,11139,N1,xyz
1140,1.2,A,21.06503985,92.22453455,bridge,11140,N1,xyz
1141,640,NaN,21.06245676,92.22545838,link,11141,N1,xyz
1142,30.9,B,21.05987366,92.22638221,bridge,11142,N1,xyz
1143,212,NaN,21.05893171,92.22644563,link,11143,N1,xyz
1144,1.2,C,21.05798976,92.22650905,bridge,11144,N1,xyz
1145,189,NaN,21.05714206,92.22657716,link,11145,N1,xyz
1146,9.4,B,21.05629435,92.22664528,bridge,11146,N1,xyz
1147,274,NaN,21.05529056,92.22705199,link,11147,N1,xyz
1148,11.8,B,21.05428676,92.2274587,bridge,11148,N1,xyz
1149,421,NaN,21.05311371,92.2285776,link,11149,N1,xyz
1150,2.8,C,21.05194066,92.2296965,bridge,11150,N1,xyz
1151,477,NaN,21.05139463,92.23160482,link,11151,N1,xyz
1152,1.2,C,21.05084861,92.23351314,bridge,11152,N1,xyz
1153,545,NaN,21.04865423,92.23431689,link,11153,N1,xyz
1154,31.7,C,21.04645985,92.23512064,bridge,11154,N1,xyz
1155,501,NaN,21.04436252,92.23593792,link,11155,N1,xyz
1156,1.2,C,21.0422652,92.23675521,bridge,11156,N1,xyz
1157,228,NaN,21.04135303,92.23720466,link,11157,N1,xyz
1158,1.2,C,21.04044085,92.23765412,bridge,11158,N1,xyz
1159,344,NaN,21.03904291,92.23835308,link,11159,N1,xyz
1160,6.2,A,21.03764496,92.23905203,bridge,11160,N1,xyz
1161,449,NaN,21.0358379,92.2398792,link,11161,N1,xyz
1162,32.1,B,21.03403085,92.24070637,bridge,11162,N1,xyz
1163,696,NaN,21.03099266,92.2411461,link,11163,N1,xyz
1164,4.4,A,21.02795447,92.24158582,bridge,11164,N1,xyz
1165,253,NaN,21.02680717,92.241695,link,11165,N1,xyz
1166,2.9,A,21.02565987,92.24180417,bridge,11166,N1,xyz
1167,689,NaN,21.02273431,92.2423091,link,11167,N1,xyz
1168,2.8,A,21.01980875,92.24281403,bridge,11168,N1,xyz
1169,308,NaN,21.01857525,92.24332625,link,11169,N1,xyz
1170,2.8,A,21.01734176,92.24383848,bridge,11170,N1,xyz
1171,187,NaN,21.0166354,92.24429759,link,11171,N1,xyz
1172,1.9,A,21.01592903,92.2447567,bridge,11172,N1,xyz
1173,863,NaN,21.01284884,92.24714721,link,11173,N1,xyz
1174,45.6,B,21.00976865,92.24953772,bridge,11174,N1,xyz
1175,540,NaN,21.00779697,92.25090878,link,11175,N1,xyz
1176,2.8,B,21.0058253,92.25227984,bridge,11176,N1,xyz
1177,751,NaN,21.0026156,92.25300063,link,11177,N1,xyz
1178,12.5,C,20.9994059,92.25372143,bridge,11178,N1,xyz
1179,1163,NaN,20.99438208,92.25414633,link,11179,N1,xyz
1180,29.9,C,20.98935826,92.25457123,bridge,11180,N1,xyz
1181,957,NaN,20.98534499,92.25334236,link,11181,N1,xyz
1182,1.2,C,20.98133172,92.25211348,bridge,11182,N1,xyz
1183,275,NaN,20.98017985,92.25166816,link,11183,N1,xyz
1184,36.6,A,20.97902798,92.25122285,bridge,11184,N1,xyz
1185,374,NaN,20.9774826,92.25060636,link,11185,N1,xyz
1186,2.8,A,20.97593722,92.24998987,bridge,11186,N1,xyz
1187,317,NaN,20.9746077,92.24968299,link,11187,N1,xyz
1188,30.4,B,20.97327818,92.24937612,bridge,11188,N1,xyz
1189,492,NaN,20.97121763,92.24901451,link,11189,N1,xyz
1190,1.2,A,20.96915708,92.2486529,bridge,11190,N1,xyz
1191,161,NaN,20.96850525,92.2488125,link,11191,N1,xyz
1192,8.8,B,20.96785342,92.24897209,bridge,11192,N1,xyz
1193,337,NaN,20.96671101,92.24992224,link,11193,N1,xyz
1194,1.2,A,20.96556859,92.25087239,bridge,11194,N1,xyz
1195,90,NaN,20.96526824,92.25115063,link,11195,N1,xyz
1196,1.2,A,20.96496789,92.25142887,bridge,11196,N1,xyz
1197,100,NaN,20.96457859,92.25165532,link,11197,N1,xyz
1198,1.2,A,20.96418928,92.25188177,bridge,11198,N1,xyz
1199,345,NaN,20.96280621,92.25256788,link,11199,N1,xyz
1200,9.2,A,20.96142314,92.25325399,bridge,11200,N1,xyz
1201,175,NaN,20.96068407,92.25348637,link,11201,N1,xyz
1202,41.75,B,20.959945,92.25371874,bridge,11202,N1,xyz
1203,338,NaN,20.9585225,92.2541857,link,11203,N1,xyz
1204,1.2,A,20.95710001,92.25465266,bridge,11204,N1,xyz
1205,261,NaN,20.95601943,92.25509196,link,11205,N1,xyz
1206,7.5,A,20.95493884,92.25553125,bridge,11206,N1,xyz
1207,746,NaN,20.95204199,92.25697607,link,11207,N1,xyz
1208,35.5,A,20.94914513,92.25842089,bridge,11208,N1,xyz
1209,153,NaN,20.94864941,92.25884211,link,11209,N1,xyz
1210,1.5,A,20.94815369,92.25926333,bridge,11210,N1,xyz
1211,160,NaN,20.94762424,92.25952582,link,11211,N1,xyz
1212,2.7,A,20.94709479,92.25978831,bridge,11212,N1,xyz
1213,184,NaN,20.94647279,92.2600608,link,11213,N1,xyz
1214,1.2,A,20.94585079,92.2603333,bridge,11214,N1,xyz
1215,385,NaN,20.94431966,92.26046506,link,11215,N1,xyz
1216,38.6,C,20.94278852,92.26059681,bridge,11216,N1,xyz
1217,656,NaN,20.94004689,92.26148589,link,11217,N1,xyz
1218,51,B,20.93730526,92.26237497,bridge,11218,N1,xyz
1219,577,NaN,20.93486565,92.26299419,link,11219,N1,xyz
1220,13.5,A,20.93242603,92.2636134,bridge,11220,N1,xyz
1221,63,NaN,20.9321509,92.26366301,link,11221,N1,xyz
1222,13.5,A,20.93187577,92.26371263,bridge,11222,N1,xyz
1223,169,NaN,20.93113773,92.26384571,link,11223,N1,xyz
1224,2.7,A,20.93039968,92.2639788,bridge,11224,N1,xyz
1225,257,NaN,20.92926853,92.26414,link,11225,N1,xyz
1226,34.8,C,20.92813739,92.2643012,bridge,11226,N1,xyz
1227,322,NaN,20.92676321,92.26462318,link,11227,N1,xyz
1228,2.7,D,20.92538903,92.26494516,bridge,11228,N1,xyz
1229,578,NaN,20.92315834,92.26619898,link,11229,N1,xyz
1230,37.6,B,20.92092765,92.26745281,bridge,11230,N1,xyz
1231,269,NaN,20.91990792,92.26808023,link,11231,N1,xyz
1232,1.2,A,20.9188882,92.26870765,bridge,11232,N1,xyz
1233,111,NaN,20.91844217,92.26890427,link,11233,N1,xyz
1234,6,A,20.91799614,92.26910089,bridge,11234,N1,xyz
1235,168,NaN,20.91735132,92.26947902,link,11235,N1,xyz
1236,6,A,20.9167065,92.26985714,bridge,11236,N1,xyz
1237,175,NaN,20.91603861,92.27029056,link,11237,N1,xyz
1238,1.2,B,20.91537072,92.27072397,bridge,11238,N1,xyz
1239,96,NaN,20.9150029,92.27096534,link,11239,N1,xyz
1240,2.8,A,20.91463508,92.2712067,bridge,11240,N1,xyz
1241,293,NaN,20.91365512,92.27196391,link,11241,N1,xyz
1242,33.7,A,20.91267516,92.27272112,bridge,11242,N1,xyz
1243,144,NaN,20.91214973,92.27303176,link,11243,N1,xyz
1244,1.3,A,20.9116243,92.2733424,bridge,11244,N1,xyz
1245,160,NaN,20.9110264,92.273741,link,11245,N1,xyz
1246,29.3,A,20.9104285,92.2741396,bridge,11246,N1,xyz
1247,81,NaN,20.91012581,92.27434139,link,11247,N1,xyz
1248,10.6,A,20.90982312,92.27454319,bridge,11248,N1,xyz
1249,49,NaN,20.90964001,92.27466526,link,11249,N1,xyz
1250,10.6,A,20.90945691,92.27478733,bridge,11250,N1,xyz
1251,192,NaN,20.90874452,92.27523896,link,11251,N1,xyz
1252,30,A,20.90803213,92.27569059,bridge,11252,N1,xyz
1253,77,NaN,20.90774005,92.27587482,link,11253,N1,xyz
1254,2.8,A,20.90744796,92.27605905,bridge,11254,N1,xyz
1255,210,NaN,20.90671256,92.27657231,link,11255,N1,xyz
1256,2.8,A,20.90597715,92.27708556,bridge,11256,N1,xyz
1257,89,NaN,20.90564114,92.27732973,link,11257,N1,xyz
1258,2.8,A,20.90530514,92.2775739,bridge,11258,N1,xyz
1259,100,NaN,20.9049385,92.27782537,link,11259,N1,xyz
1260,17.5,A,20.90457186,92.27807684,bridge,11260,N1,xyz
1261,123,NaN,20.90413156,92.27838504,link,11261,N1,xyz
1262,8.3,A,20.90369126,92.27869323,bridge,11262,N1,xyz
1263,72,NaN,20.90344702,92.27886895,link,11263,N1,xyz
1264,6.1,A,20.90320277,92.27904466,bridge,11264,N1,xyz
1265,190,NaN,20.90254385,92.27945912,link,11265,N1,xyz
1266,23,A,20.90188493,92.27987359,bridge,11266,N1,xyz
1267,816,NaN,20.89949189,92.28246718,link,11267,N1,xyz
1268,15.1,A,20.89709885,92.28506077,bridge,11268,N1,xyz
1269,386,NaN,20.89609423,92.28650657,link,11269,N1,xyz
1270,9,A,20.89508961,92.28795238,bridge,11270,N1,xyz
1271,462,NaN,20.89368036,92.28946821,link,11271,N1,xyz
1272,9,A,20.89227111,92.29098403,bridge,11272,N1,xyz
1273,586,NaN,20.89121478,92.29335106,link,11273,N1,xyz
1274,37.3,B,20.89015845,92.29571808,bridge,11274,N1,xyz
1275,882,NaN,20.88736259,92.29721698,link,11275,N1,xyz
1276,1.5,A,20.88456672,92.29871589,bridge,11276,N1,xyz
1277,185,NaN,20.88381859,92.29843942,link,11277,N1,xyz
1278,1.5,C,20.88307045,92.29816296,bridge,11278,N1,xyz
1279,247,NaN,20.88202784,92.29797018,link,11279,N1,xyz
1280,35.9,C,20.88098522,92.2977774,bridge,11280,N1,xyz
1281,2388,NaN,20.87195096,92.2979302,link,11281,N1,xyz
1282,4,,20.8629167,92.298083,sink,11282,N1,Teknaf
