,length,condition,lat,lon,intersection,model_type,id,road,name
2701,7.9,A,22.14315398,92.17612588,,bridge,12701,N108,
2702,307,NaN,22.14419349,92.17683484,0,link,12702,N108,
2703,14,A,22.145233,92.1775438,,bridge,12703,N108,
2704,13,NaN,22.14527977,92.17756511,0,link,12704,N108,
2705,12.6,A,22.14532654,92.17758642,,bridge,12705,N108,
2706,166,NaN,22.14591221,92.17794439,0,link,12706,N108,
2707,10.8,A,22.14649789,92.17830235,,bridge,12707,N108,
2708,214,NaN,22.14782398,92.17875336,0,link,12708,N108,
2709,6.3,A,22.14915008,92.17920438,,bridge,12709,N108,
2710,346,NaN,22.15081236,92.1797496,0,link,12710,N108,
2711,6.3,A,22.15247465,92.18029482,,bridge,12711,N108,
2712,67,NaN,22.15251978,92.18027978,0,link,12712,N108,
2713,3,A,22.15256492,92.18026474,,bridge,12713,N108,
2714,140,NaN,22.15265923,92.18023331,0,link,12714,N108,
2715,3,A,22.15275355,92.18020188,,bridge,12715,N108,
2716,90,NaN,22.15308418,92.18007931,0,link,12716,N108,
2717,3,A,22.15341481,92.17995673,,bridge,12717,N108,
2718,71,NaN,22.15372843,92.17983873,0,link,12718,N108,
2719,3,A,22.15404204,92.17972073,,bridge,12719,N108,
2720,65,NaN,22.15432214,92.17960813,0,link,12720,N108,
2721,1.5,A,22.15460224,92.17949552,,bridge,12721,N108,
2722,64,NaN,22.15524882,92.17918287,0,link,12722,N108,
2723,1.5,A,22.15589539,92.17887021,,bridge,12723,N108,
2724,354,NaN,22.15683413,92.17828799,0,link,12724,N108,
2725,3,A,22.15777286,92.17770576,,bridge,12725,N108,
2726,58,NaN,22.15799868,92.17757331,0,link,12726,N108,
2727,3,A,22.1582245,92.17744085,,bridge,12727,N108,
2728,94,NaN,22.15859048,92.17722619,0,link,12728,N108,
2729,6.6,A,22.15895646,92.17701152,,bridge,12729,N108,
2730,386,NaN,22.16033751,92.17689942,0,link,12730,N108,
2731,42.8,A,22.16171857,92.17678732,,bridge,12731,N108,
2732,3586,NaN,22.17188646,92.18569438,0,link,12732,N108,
2733,13.6,A,22.18205435,92.19460145,,bridge,12733,N108,
2734,1475,NaN,22.18293013,92.1997706,0,link,12734,N108,
2735,36.3,B,22.18380591,92.20493975,,bridge,12735,N108,
2736,305,NaN,22.18375762,92.20608382,0,link,12736,N108,
2737,13.5,A,22.18370933,92.20722789,,bridge,12737,N108,
2738,236,NaN,22.18425144,92.20805029,0,link,12738,N108,
2739,9,A,22.18479354,92.20887269,,bridge,12739,N108,
2740,399,NaN,22.18569821,92.21028527,0,link,12740,N108,
2741,6.3,B,22.18660287,92.21169785,,bridge,12741,N108,
2742,305,NaN,22.18680914,92.21248569,0,link,12742,N108,
2743,8.8,A,22.18701542,92.21327352,,bridge,12743,N108,
2744,121,NaN,22.18732352,92.21344718,0,link,12744,N108,
2745,23.5,A,22.18763163,92.21362084,,bridge,12745,N108,
2746,147,NaN,22.18809949,92.21395501,0,link,12746,N108,
2747,39,A,22.18856734,92.21428918,,bridge,12747,N108,
2748,999,NaN,22.19231127,92.21594979,0,link,12748,N108,
2749,4,,22.1960552,92.2176104,,sourcesink,12749,N108,
2750,4,,21.4433608,92.1014722,,sourcesink,12750,N109,
2751,0,NaN,21.4433608,92.1014722,0,link,12751,N109,
2752,4,,21.4284993,92.0951941,N1,intersection,10792,N109,
2753,2510,NaN,21.4359162,92.0983887,0,link,12753,N109,
2754,4,,21.4284716,92.0953052,N1,intersection,12754,N109,
2755,2510,NaN,21.4284716,92.0953052,0,link,12755,N109,
2756,4,,21.4284716,92.0953052,,sourcesink,12756,N109,
2757,4,,21.4259438,92.0232493,,sourcesink,12757,N110,8271.6
2758,0,NaN,21.4259438,92.0232493,0,link,12758,N110,
2759,4,,21.4258604,92.023166,N1,intersection,10830,N110,
2760,371,NaN,21.42538784,92.02163569,0,link,12760,N110,
2761,8.3,A,21.42483187,92.02002209,,bridge,12761,N110,
2762,453,NaN,21.4247239,92.01787822,0,link,12762,N110,
2763,10.8,A,21.42461593,92.01573435,,bridge,12763,N110,
2764,110,NaN,21.42460138,92.01520002,0,link,12764,N110,
2765,3,A,21.42458683,92.01466569,,bridge,12765,N110,
2766,488,NaN,21.42527429,92.01252879,0,link,12766,N110,
2767,2,A,21.42596174,92.01039188,,bridge,12767,N110,
2768,338,NaN,21.42650208,92.00888559,0,link,12768,N110,
2769,8.2,A,21.42704242,92.0073793,,bridge,12769,N110,
2770,268,NaN,21.42694268,92.00613717,0,link,12770,N110,
2771,2.5,C,21.42684295,92.00489503,,bridge,12771,N110,
2772,1282,NaN,21.42447485,91.99937287,0,link,12772,N110,
2773,1.8,A,21.42210675,91.99385071,,bridge,12773,N110,
2774,251,NaN,21.42156841,91.99279953,0,link,12774,N110,
2775,9.8,B,21.42103007,91.99174835,,bridge,12775,N110,
2776,967,NaN,21.41850279,91.9881686,0,link,12776,N110,
2777,2,A,21.4159755,91.98458884,,bridge,12777,N110,
2778,253,NaN,21.41682125,91.9839762,0,link,12778,N110,
2779,5.2,A,21.41766699,91.98336356,,bridge,12779,N110,
2780,53,NaN,21.41789061,91.9832351,0,link,12780,N110,
2781,2.5,C,21.41811423,91.98310664,,bridge,12781,N110,
2782,210,NaN,21.4189913,91.98261198,0,link,12782,N110,
2783,2.4,A,21.41986838,91.98211733,,bridge,12783,N110,
2784,196,NaN,21.42065539,91.98168612,0,link,12784,N110,
2785,3.2,A,21.4214424,91.9812549,,bridge,12785,N110,
2786,193,NaN,21.42220795,91.98083144,0,link,12786,N110,
2787,3.2,A,21.4229735,91.98040798,,bridge,12787,N110,
2788,395,NaN,21.42450185,91.97949994,0,link,12788,N110,
2789,2.5,A,21.42603019,91.97859189,,bridge,12789,N110,
2790,161,NaN,21.4267137,91.97827745,0,link,12790,N110,
2791,3.2,A,21.42739721,91.97796301,,bridge,12791,N110,
2792,264,NaN,21.42838735,91.97738851,0,link,12792,N110,
2793,2.4,A,21.42937748,91.97681402,,bridge,12793,N110,
2794,147,NaN,21.42995229,91.97649001,0,link,12794,N110,
2795,4.2,A,21.4305271,91.976166,,bridge,12795,N110,
2796,613,NaN,21.43158698,91.97516132,0,link,12796,N110,
2797,9.4,A,21.43264686,91.97415664,,bridge,12797,N110,
2798,1160,NaN,21.43432328,91.97286967,0,link,12798,N110,
2799,4,,21.4359997,91.9715827,,sourcesink,12799,N110,
