,length,condition,lat,lon,intersection,model_type,id,road,name
1834,329,NaN,24.4410267,91.56963656,0,link,11834,N2,
1835,19.5,B,24.44245598,91.5699314,,bridge,11835,N2,
1836,137,NaN,24.44307607,91.57008339,0,link,11836,N2,
1837,2,A,24.44369615,91.57023539,,bridge,11837,N2,
1838,165,NaN,24.44444514,91.57041942,0,link,11838,N2,
1839,4.3,A,24.44519413,91.57060346,,bridge,11839,N2,
1840,566,NaN,24.44767346,91.57112977,0,link,11840,N2,
1841,4.5,B,24.45015279,91.57165608,,bridge,11841,N2,
1842,52,NaN,24.45038525,91.57168928,0,link,11842,N2,
1843,4.5,A,24.45061771,91.57172248,,bridge,11843,N2,
1844,238,NaN,24.45163694,91.57185687,0,link,11844,N2,
1845,4.5,C,24.45265618,91.57199125,,bridge,11845,N2,
1846,168,NaN,24.45339908,91.57207244,0,link,11846,N2,
1847,2.06,A,24.45414198,91.57215363,,bridge,11847,N2,
1848,265,NaN,24.45533666,91.57226013,0,link,11848,N2,
1849,6.12,A,24.45653135,91.57236663,,bridge,11849,N2,
1850,158,NaN,24.45722888,91.57240957,0,link,11850,N2,
1851,3.5,A,24.4579264,91.57245251,,bridge,11851,N2,
1852,346,NaN,24.45940284,91.57340555,0,link,11852,N2,
1853,7.4,A,24.46087928,91.57435859,,bridge,11853,N2,
1854,97,NaN,24.4613015,91.57419738,0,link,11854,N2,
1855,3.5,A,24.46172371,91.57403616,,bridge,11855,N2,
1856,549,NaN,24.4641373,91.57378713,0,link,11856,N2,
1857,51.8,A,24.46655089,91.5735381,,bridge,11857,N2,
1858,437,NaN,24.46850473,91.5736615,0,link,11858,N2,
1859,21.3,A,24.47045856,91.5737849,,bridge,11859,N2,
1860,237,NaN,24.47149667,91.57397132,0,link,11860,N2,
1861,6.2,A,24.47253479,91.57415773,,bridge,11861,N2,
1862,532,NaN,24.47480615,91.5748111,0,link,11862,N2,
1863,5.1,A,24.47707751,91.57546448,,bridge,11863,N2,
1864,276,NaN,24.47825564,91.57581277,0,link,11864,N2,
1865,2,A,24.47943377,91.57616106,,bridge,11865,N2,
1866,235,NaN,24.4804403,91.57646594,0,link,11866,N2,
1867,1.5,A,24.48144683,91.57677082,,bridge,11867,N2,
1868,118,NaN,24.48195716,91.57692885,0,link,11868,N2,
1869,2.6,A,24.48246749,91.57708687,,bridge,11869,N2,
1870,123,NaN,24.48301047,91.57726061,0,link,11870,N2,
1871,2,A,24.48355344,91.57743435,,bridge,11871,N2,
1872,148,NaN,24.48417942,91.57763085,0,link,11872,N2,
1873,1.6,A,24.4848054,91.57782736,,bridge,11873,N2,
1874,80,NaN,24.48512608,91.57792535,0,link,11874,N2,
1875,1,A,24.48544675,91.57802334,,bridge,11875,N2,
1876,117,NaN,24.48593013,91.57816481,0,link,11876,N2,
1877,1.5,A,24.48641352,91.57830627,,bridge,11877,N2,
1878,249,NaN,24.48748681,91.57863308,0,link,11878,N2,
1879,24,A,24.48856011,91.5789599,,bridge,11879,N2,
1880,185,NaN,24.48935295,91.57924348,0,link,11880,N2,
1881,6.5,A,24.49014578,91.57952706,,bridge,11881,N2,
1882,57,NaN,24.49039006,91.57961444,0,link,11882,N2,
1883,2,A,24.49063434,91.57970181,,bridge,11883,N2,
1884,63,NaN,24.49090433,91.57979838,0,link,11884,N2,
1885,2,A,24.49117432,91.57989496,,bridge,11885,N2,
1886,76,NaN,24.49150444,91.5800004,0,link,11886,N2,
1887,2,A,24.49183457,91.58010585,,bridge,11887,N2,
1888,48,NaN,24.49203905,91.58015902,0,link,11888,N2,
1889,2,A,24.49224354,91.58021219,,bridge,11889,N2,
1890,125,NaN,24.49276882,91.58033077,0,link,11890,N2,
1891,2.6,A,24.4932941,91.58044936,,bridge,11891,N2,
1892,96,NaN,24.49370101,91.58052685,0,link,11892,N2,
1893,2.5,A,24.49410792,91.58060435,,bridge,11893,N2,
1894,156,NaN,24.49484263,91.58075585,0,link,11894,N2,
1895,6.3,A,24.49557735,91.58090735,,bridge,11895,N2,
1896,44,NaN,24.49576963,91.58096172,0,link,11896,N2,
1897,2.6,A,24.4959619,91.5810161,,bridge,11897,N2,
1898,51,NaN,24.4961466,91.58111334,0,link,11898,N2,
1899,2.6,A,24.49633129,91.58121058,,bridge,11899,N2,
1900,115,NaN,24.49678024,91.58153168,0,link,11900,N2,
1901,2.6,A,24.49722919,91.58185277,,bridge,11901,N2,
1902,283,NaN,24.49826391,91.58253892,0,link,11902,N2,
1903,2,A,24.49929863,91.58322506,,bridge,11903,N2,
1904,386,NaN,24.50097944,91.58368214,0,link,11904,N2,
1905,7.6,A,24.50266024,91.58413922,,bridge,11905,N2,
1906,78,NaN,24.50299668,91.58421999,0,link,11906,N2,
1907,2,A,24.50333313,91.58430075,,bridge,11907,N2,
1908,134,NaN,24.50391038,91.58445178,0,link,11908,N2,
1909,2,A,24.50448763,91.5846028,,bridge,11909,N2,
1910,136,NaN,24.50507242,91.5847518,0,link,11910,N2,
1911,6.3,A,24.50565722,91.58490079,,bridge,11911,N2,
1912,349,NaN,24.50721075,91.58503512,0,link,11912,N2,
1913,7.5,B,24.50876428,91.58516945,,bridge,11913,N2,
1914,497,NaN,24.51095006,91.58529747,0,link,11914,N2,
1915,9.6,A,24.51313585,91.58542549,,bridge,11915,N2,
1916,470,NaN,24.51499486,91.58640485,0,link,11916,N2,
1917,3,A,24.51685387,91.5873842,,bridge,11917,N2,
1918,211,NaN,24.51766429,91.58793289,0,link,11918,N2,
1919,14,B,24.51847471,91.58848158,,bridge,11919,N2,
1920,252,NaN,24.51956235,91.58895399,0,link,11920,N2,
1921,4,A,24.52064999,91.5894264,,bridge,11921,N2,
1922,202,NaN,24.52147933,91.58966085,0,link,11922,N2,
1923,1,A,24.52230866,91.5898953,,bridge,11923,N2,
1924,309,NaN,24.52351162,91.59068585,0,link,11924,N2,
1925,1,A,24.52471457,91.5914764,,bridge,11925,N2,
1926,303,NaN,24.52571945,91.59241254,0,link,11926,N2,
1927,2.5,A,24.52672432,91.59334868,,bridge,11927,N2,
1928,246,NaN,24.52760931,91.59415522,0,link,11928,N2,
1929,4.3,A,24.5284943,91.59496175,,bridge,11929,N2,
1930,321,NaN,24.5296007,91.59573484,0,link,11930,N2,
1931,1.8,A,24.53070711,91.59650792,,bridge,11931,N2,
1932,179,NaN,24.53139873,91.59695,0,link,11932,N2,
1933,3.2,A,24.53209036,91.59739207,,bridge,11933,N2,
1934,136,NaN,24.53261584,91.59772796,0,link,11934,N2,
1935,1.5,A,24.53314132,91.59806384,,bridge,11935,N2,
1936,100,NaN,24.53352205,91.59832126,0,link,11936,N2,
1937,5.2,A,24.53390279,91.59857867,,bridge,11937,N2,
1938,139,NaN,24.53441999,91.59896627,0,link,11938,N2,
1939,2,A,24.53493719,91.59935387,,bridge,11939,N2,
1940,219,NaN,24.53570318,91.60011761,0,link,11940,N2,
1941,1.5,A,24.53646918,91.60088135,,bridge,11941,N2,
1942,164,NaN,24.53700784,91.60140568,0,link,11942,N2,
1943,1.5,A,24.53754649,91.60193,,bridge,11943,N2,
1944,213,NaN,24.53825735,91.60261027,0,link,11944,N2,
1945,1.5,A,24.5389682,91.60329054,,bridge,11945,N2,
1946,134,NaN,24.53944411,91.60368058,0,link,11946,N2,
1947,6.4,A,24.53992002,91.60407062,,bridge,11947,N2,
1948,166,NaN,24.54062216,91.60424877,0,link,11948,N2,
1949,7,A,24.5413243,91.60442692,,bridge,11949,N2,
1950,387,NaN,24.54304533,91.60473276,0,link,11950,N2,
1951,43,A,24.54476635,91.60503861,,bridge,11951,N2,
1952,407,NaN,24.54658239,91.60528621,0,link,11952,N2,
1953,140,A,24.54839842,91.60553381,,bridge,11953,N2,
1954,612,NaN,24.55110508,91.60533327,0,link,11954,N2,
1955,1.5,A,24.55381173,91.60513272,,bridge,11955,N2,
1956,259,NaN,24.55506651,91.60468385,0,link,11956,N2,
1957,1.5,A,24.55632129,91.60423497,,bridge,11957,N2,
1958,455,NaN,24.55811247,91.60378082,0,link,11958,N2,
1959,2,A,24.55990366,91.60332668,,bridge,11959,N2,
1960,382,NaN,24.56156352,91.60304321,0,link,11960,N2,
1961,22,A,24.56322338,91.60275975,,bridge,11961,N2,
1962,518,NaN,24.56625612,91.60280714,0,link,11962,N2,
1963,14,A,24.56928886,91.60285454,,bridge,11963,N2,
1964,587,NaN,24.57193661,91.60208492,0,link,11964,N2,
1965,2,A,24.57458436,91.6013153,,bridge,11965,N2,
1966,634,NaN,24.57704717,91.59982521,0,link,11966,N2,
1967,35,A,24.57950999,91.59833511,,bridge,11967,N2,
1968,262,NaN,24.58059653,91.59846548,0,link,11968,N2,
1969,3,A,24.58168307,91.59859584,,bridge,11969,N2,
1970,235,NaN,24.5826766,91.59893675,0,link,11970,N2,
1971,35,A,24.58367013,91.59927766,,bridge,11971,N2,
1972,320,NaN,24.58502603,91.59973489,0,link,11972,N2,
1973,2,A,24.58638194,91.60019212,,bridge,11973,N2,
1974,251,NaN,24.58745346,91.60055615,0,link,11974,N2,
1975,6.03,A,24.58852499,91.60092018,,bridge,11975,N2,
1976,372,NaN,24.58997218,91.60126242,0,link,11976,N2,
1977,2,A,24.59141937,91.60160466,,bridge,11977,N2,
1978,368,NaN,24.59279899,91.60251383,0,link,11978,N2,
1979,1.5,A,24.59417862,91.603423,,bridge,11979,N2,
1980,407,NaN,24.59488574,91.60512404,0,link,11980,N2,
1981,1.5,A,24.59559287,91.60682509,,bridge,11981,N2,
1982,288,NaN,24.59580061,91.60821,0,link,11982,N2,
1983,6.2,A,24.59600835,91.6095949,,bridge,11983,N2,
1984,713,NaN,24.59794719,91.61216523,0,link,11984,N2,
1985,73,A,24.59988603,91.61473556,,bridge,11985,N2,
1986,402,NaN,24.60137541,91.61565411,0,link,11986,N2,
1987,3,A,24.60286479,91.61657266,,bridge,11987,N2,
1988,121,NaN,24.60331095,91.61700384,0,link,11988,N2,
1989,3,A,24.60375712,91.61743501,,bridge,11989,N2,
1990,400,NaN,24.60500985,91.61890345,0,link,11990,N2,
1991,7.2,B,24.60626259,91.62037188,,bridge,11991,N2,
1992,636,NaN,24.60801045,91.62285749,0,link,11992,N2,
1993,2,A,24.60975831,91.6253431,,bridge,11993,N2,
1994,138,NaN,24.61012761,91.62588057,0,link,11994,N2,
1995,7.2,A,24.61049691,91.62641803,,bridge,11995,N2,
1996,218,NaN,24.61103962,91.62728798,0,link,11996,N2,
1997,4,A,24.61158232,91.62815794,,bridge,11997,N2,
1998,585,NaN,24.61251564,91.630729,0,link,11998,N2,
1999,60.4,A,24.61344896,91.63330007,,bridge,11999,N2,
2000,978,NaN,24.61320455,91.6380628,0,link,12000,N2,
2001,15,A,24.61296014,91.64282552,,bridge,12001,N2,
2002,756,NaN,24.61351736,91.64644436,0,link,12002,N2,
2003,9.3,A,24.61407458,91.6500632,,bridge,12003,N2,
2004,925,NaN,24.61531787,91.65440793,0,link,12004,N2,
2005,30,A,24.61656116,91.65875266,,bridge,12005,N2,
2006,1344,NaN,24.61993201,91.66405151,0,link,12006,N2,
2007,16.7,A,24.62330286,91.66935035,,bridge,12007,N2,
2008,400,NaN,24.62405244,91.67111457,0,link,12008,N2,
2009,4,A,24.62480202,91.67287879,,bridge,12009,N2,
2010,508,NaN,24.62565066,91.67518905,0,link,12010,N2,
2011,4,,24.6264993,91.6774993,N207,intersection,12011,N2,
2012,298,NaN,24.62768371,91.67796785,0,link,12012,N2,
2013,282.35,C,24.62886812,91.67843641,,bridge,12013,N2,
2014,1902,NaN,24.63519543,91.68440759,0,link,12014,N2,
2015,160.7,C,24.64152274,91.69037878,,bridge,12015,N2,
2016,1081,NaN,24.64496529,91.69407172,0,link,12016,N2,
2017,25.5,A,24.64840784,91.69776467,,bridge,12017,N2,
2018,1343,NaN,24.65252161,91.70245577,0,link,12018,N2,
2019,2,A,24.65663539,91.70714688,,bridge,12019,N2,
2020,817,NaN,24.65970775,91.70924634,0,link,12020,N2,
2021,63.2,A,24.66278012,91.7113458,,bridge,12021,N2,
2022,951,NaN,24.66672054,91.71321474,0,link,12022,N2,
2023,22,A,24.67066097,91.71508368,,bridge,12023,N2,
2024,931,NaN,24.67394175,91.71787103,0,link,12024,N2,
2025,3,A,24.67722253,91.72065837,,bridge,12025,N2,
2026,343,NaN,24.67838633,91.72160873,0,link,12026,N2,
2027,24.7,A,24.67955012,91.72255909,,bridge,12027,N2,
2028,325,NaN,24.68087621,91.72308225,0,link,12028,N2,
2029,3,A,24.68220229,91.72360541,,bridge,12029,N2,
2030,405,NaN,24.68407625,91.72393999,0,link,12030,N2,
2031,24.5,A,24.6859502,91.72427457,,bridge,12031,N2,
2032,267,NaN,24.68711192,91.72444819,0,link,12032,N2,
2033,3,A,24.68827363,91.72462182,,bridge,12033,N2,
2034,607,NaN,24.69092452,91.72522599,0,link,12034,N2,
2035,2.5,A,24.6935754,91.72583016,,bridge,12035,N2,
2036,369,NaN,24.69515629,91.72636498,0,link,12036,N2,
2037,2,A,24.69673717,91.7268998,,bridge,12037,N2,
2038,730,NaN,24.69976429,91.72822871,0,link,12038,N2,
2039,3,A,24.70279141,91.72955763,,bridge,12039,N2,
2040,1151,NaN,24.70624691,91.73379705,0,link,12040,N2,
2041,8.2,A,24.70970242,91.73803648,,bridge,12041,N2,
2042,2122,NaN,24.7162309,91.74546636,0,link,12042,N2,
2043,3,A,24.72275937,91.75289624,,bridge,12043,N2,
2044,1084,NaN,24.72564011,91.75721377,0,link,12044,N2,
2045,7.2,A,24.72852085,91.76153129,,bridge,12045,N2,
2046,706,NaN,24.73042735,91.76428825,0,link,12046,N2,
2047,2,A,24.73233385,91.76704521,,bridge,12047,N2,
2048,454,NaN,24.73371731,91.76867702,0,link,12048,N2,
2049,6.25,A,24.73510077,91.77030883,,bridge,12049,N2,
2050,1245,NaN,24.73950734,91.77364219,0,link,12050,N2,
2051,2,A,24.74391392,91.77697555,,bridge,12051,N2,
2052,1069,NaN,24.74826853,91.77922356,0,link,12052,N2,
2053,1.5,A,24.75262314,91.78147158,,bridge,12053,N2,
2054,968,NaN,24.75678775,91.78266393,0,link,12054,N2,
2055,2,A,24.76095236,91.78385628,,bridge,12055,N2,
2056,636,NaN,24.76382134,91.78353022,0,link,12056,N2,
2057,1.5,A,24.76669031,91.78320417,,bridge,12057,N2,
2058,270,NaN,24.76788856,91.7830634,0,link,12058,N2,
2059,7.1,A,24.7690868,91.78292262,,bridge,12059,N2,
2060,1091,NaN,24.77395683,91.78341433,0,link,12060,N2,
2061,2,A,24.77882686,91.78390605,,bridge,12061,N2,
2062,722,NaN,24.78191882,91.78452786,0,link,12062,N2,
2063,2,A,24.78501079,91.78514968,,bridge,12063,N2,
2064,564,NaN,24.78715485,91.78650165,0,link,12064,N2,
2065,2,A,24.78929892,91.78785362,,bridge,12065,N2,
2066,325,NaN,24.79054746,91.78849434,0,link,12066,N2,
2067,2,A,24.79179601,91.78913507,,bridge,12067,N2,
2068,511,NaN,24.79407735,91.789345,0,link,12068,N2,
2069,12.4,C,24.79635868,91.78955494,,bridge,12069,N2,
2070,1046,NaN,24.80098758,91.79012753,0,link,12070,N2,
2071,2.5,A,24.80561648,91.79070012,,bridge,12071,N2,
2072,261,NaN,24.80666092,91.79100334,0,link,12072,N2,
2073,2.5,A,24.80770537,91.79130657,,bridge,12073,N2,
2074,546,NaN,24.80975548,91.79186143,0,link,12074,N2,
2075,18.6,A,24.8118056,91.7924163,,bridge,12075,N2,
2076,2629,NaN,24.81927941,91.80272502,0,link,12076,N2,
2077,2.5,A,24.82675321,91.81303374,,bridge,12077,N2,
2078,1337,NaN,24.83151911,91.81667817,0,link,12078,N2,
2079,11.8,B,24.836285,91.82032259,,bridge,12079,N2,
2080,478,NaN,24.83833074,91.82104514,0,link,12080,N2,
2081,2,A,24.84037647,91.8217677,,bridge,12081,N2,
2082,981,NaN,24.84443809,91.8236474,0,link,12082,N2,
2083,3,B,24.8484997,91.8255271,,bridge,12083,N2,
2084,552,NaN,24.85001122,91.8275468,0,link,12084,N2,
2085,12.2,B,24.85152274,91.82956649,,bridge,12085,N2,
2086,1198,NaN,24.85492878,91.83395779,0,link,12086,N2,
2087,3,A,24.85833483,91.83834909,,bridge,12087,N2,
2088,305,NaN,24.85876817,91.83973878,0,link,12088,N2,
2089,3,A,24.85920151,91.84112848,,bridge,12089,N2,
2090,600,NaN,24.86004243,91.84390296,0,link,12090,N2,
2091,40.8,A,24.86088336,91.84667744,,bridge,12091,N2,
2092,593,NaN,24.86218377,91.84926844,0,link,12092,N2,
2093,2,A,24.86348418,91.85185945,,bridge,12093,N2,
2094,1010,NaN,24.86579883,91.85591607,0,link,12094,N2,
2095,1.5,A,24.86811349,91.85997268,,bridge,12095,N2,
2096,145,NaN,24.86825964,91.86064391,0,link,12096,N2,
2097,1.5,A,24.86840579,91.86131514,,bridge,12097,N2,
2098,217,NaN,24.86883489,91.86221557,0,link,12098,N2,
2099,7,B,24.869264,91.86311599,,bridge,12099,N2,
2100,750,NaN,24.87168831,91.86550469,0,link,12100,N2,
2101,2,B,24.87411262,91.86789338,,bridge,12101,N2,
2102,754,NaN,24.87566711,91.87077678,0,link,12102,N2,
2103,21,A,24.8772216,91.87366018,,bridge,12103,N2,
2104,175,NaN,24.8774577,91.87446864,0,link,12104,N2,
2105,4,,24.8776938,91.8752771,N209,intersection,12105,N2,
2106,250,NaN,24.87824935,91.87625815,0,link,12106,N2,
2107,9.5,A,24.87880489,91.87723921,,bridge,12107,N2,
2108,208,NaN,24.87961185,91.87780785,0,link,12108,N2,
2109,298.2,B,24.88041881,91.87837649,,bridge,12109,N2,
2110,883,NaN,24.88396192,91.87943107,0,link,12110,N2,
2111,9.1,A,24.88750504,91.88048565,,bridge,12111,N2,
2112,111,NaN,24.88796448,91.88029644,0,link,12112,N2,
2113,9.1,A,24.88842393,91.88010722,,bridge,12113,N2,
2114,583,NaN,24.89064863,91.87918144,0,link,12114,N2,
2115,2.5,A,24.89287334,91.87825565,,bridge,12115,N2,
2116,97,NaN,24.89331152,91.87833583,0,link,12116,N2,
2117,4,,24.8937497,91.878416,N206,intersection,12117,N2,
2118,270,NaN,24.89441837,91.87924205,0,link,12118,N2,
2119,4.4,A,24.89508705,91.8800681,,bridge,12119,N2,
2120,212,NaN,24.8951894,91.88105789,0,link,12120,N2,
2121,3,A,24.89529176,91.88204769,,bridge,12121,N2,
2122,251,NaN,24.89532336,91.88329219,0,link,12122,N2,
2123,2,A,24.89535496,91.88453668,,bridge,12123,N2,
2124,304,NaN,24.89528385,91.88609045,0,link,12124,N2,
2125,8.5,A,24.89521275,91.88764423,,bridge,12125,N2,
2126,1075,NaN,24.8952044,91.89274283,0,link,12126,N2,
2127,2,A,24.89519605,91.89784143,,bridge,12127,N2,
2128,717,NaN,24.89589659,91.90086341,0,link,12128,N2,
2129,6.1,B,24.89659712,91.90388539,,bridge,12129,N2,
2130,1152,NaN,24.89854049,91.90900856,0,link,12130,N2,
2131,2,A,24.90048387,91.91413173,,bridge,12131,N2,
2132,600,NaN,24.9019917,91.91667753,0,link,12132,N2,
2133,6,A,24.90349953,91.91922333,,bridge,12133,N2,
2134,654,NaN,24.90516641,91.92186131,0,link,12134,N2,
2135,11.6,A,24.9068333,91.9244993,,bridge,12135,N2,
2136,655,NaN,24.90696082,91.92747406,0,link,12136,N2,
2137,6,A,24.90708834,91.93044883,,bridge,12137,N2,
2138,804,NaN,24.91019234,91.93361501,0,link,12138,N2,
2139,11.8,A,24.91329635,91.9367812,,bridge,12139,N2,
2140,883,NaN,24.91428817,91.94236137,0,link,12140,N2,
2141,15,B,24.91527999,91.94794154,,bridge,12141,N2,
2142,236,NaN,24.91554002,91.94770025,0,link,12142,N2,
2143,3,A,24.91580005,91.94745897,,bridge,12143,N2,
2144,212,NaN,24.91604588,91.94850362,0,link,12144,N2,
2145,3,A,24.9162917,91.94954828,,bridge,12145,N2,
2146,10,NaN,24.91629865,91.94956564,0,link,12146,N2,
2147,4,,24.9163056,91.949583,N210,intersection,12147,N2,
2148,1004,NaN,24.91806912,91.9541322,0,link,12148,N2,
2149,14.4,A,24.91983264,91.95868139,,bridge,12149,N2,
2150,310,NaN,24.92056656,91.9599902,0,link,12150,N2,
2151,6,A,24.92130048,91.961299,,bridge,12151,N2,
2152,1349,NaN,24.92543772,91.96608265,0,link,12152,N2,
2153,12.45,B,24.92957495,91.9708663,,bridge,12153,N2,
2154,215,NaN,24.93011529,91.97177744,0,link,12154,N2,
2155,3,A,24.93065562,91.97268859,,bridge,12155,N2,
2156,767,NaN,24.93250792,91.97594574,0,link,12156,N2,
2157,3,A,24.93436022,91.97920289,,bridge,12157,N2,
2158,587,NaN,24.93562654,91.98174496,0,link,12158,N2,
2159,6,A,24.93689285,91.98428703,,bridge,12159,N2,
2160,702,NaN,24.93798654,91.98752805,0,link,12160,N2,
2161,9.25,A,24.93908022,91.99076907,,bridge,12161,N2,
2162,1756,NaN,24.9440062,91.99722053,0,link,12162,N2,
2163,3,A,24.94893217,92.00367199,,bridge,12163,N2,
2164,513,NaN,24.95042139,92.00553896,0,link,12164,N2,
2165,9.25,A,24.95191061,92.00740593,,bridge,12165,N2,
2166,640,NaN,24.95422687,92.00922197,0,link,12166,N2,
2167,3.9,A,24.95654313,92.01103802,,bridge,12167,N2,
2168,1144,NaN,24.95988014,92.01492761,0,link,12168,N2,
2169,6.5,A,24.96321716,92.0188172,,bridge,12169,N2,
2170,556,NaN,24.96385718,92.02143108,0,link,12170,N2,
2171,9,A,24.9644972,92.02404495,,bridge,12171,N2,
2172,1322,NaN,24.96853381,92.02837385,0,link,12172,N2,
2173,6.85,A,24.97257043,92.03270275,,bridge,12173,N2,
2174,334,NaN,24.97375549,92.03365966,0,link,12174,N2,
2175,3,A,24.97494055,92.03461658,,bridge,12175,N2,
2176,982,NaN,24.97907724,92.03622241,0,link,12176,N2,
2177,4.5,A,24.98321392,92.03782825,,bridge,12177,N2,
2178,888,NaN,24.98640169,92.04004234,0,link,12178,N2,
2179,91.2,A,24.98958945,92.04225643,,bridge,12179,N2,
2180,1536,NaN,24.99557805,92.04511262,0,link,12180,N2,
2181,82,B,25.00156664,92.04796881,,bridge,12181,N2,
2182,1948,NaN,25.00783887,92.0546233,0,link,12182,N2,
2183,36.3,B,25.0141111,92.0612778,,bridge,12183,N2,
2184,1987,NaN,25.0215969,92.06655525,0,link,12184,N2,
2185,37,B,25.0290827,92.0718327,,bridge,12185,N2,
2186,1496,NaN,25.03315395,92.07759005,0,link,12186,N2,
2187,55.8,A,25.03722521,92.0833474,,bridge,12187,N2,
2188,1736,NaN,25.04250676,92.08959004,0,link,12188,N2,
2189,12.4,A,25.04778832,92.09583268,,bridge,12189,N2,
2190,816,NaN,25.05038192,92.09869942,0,link,12190,N2,
2191,6.1,A,25.05297552,92.10156616,,bridge,12191,N2,
2192,324,NaN,25.05399306,92.10267288,0,link,12192,N2,
2193,9.1,A,25.0550106,92.10377959,,bridge,12193,N2,
2194,468,NaN,25.05684784,92.1049272,0,link,12194,N2,
2195,9.1,A,25.05868508,92.1060748,,bridge,12195,N2,
2196,1080,NaN,25.06311999,92.10835685,0,link,12196,N2,
2197,22,A,25.0675549,92.1106389,,bridge,12197,N2,
2198,1049,NaN,25.0721066,92.11208067,0,link,12198,N2,
2199,3,A,25.0766583,92.11352244,,bridge,12199,N2,
2200,717,NaN,25.07975389,92.11448318,0,link,12200,N2,
2201,21.45,A,25.08284949,92.11544391,,bridge,12201,N2,
2202,1058,NaN,25.0873744,92.11665464,0,link,12202,N2,
2203,190.5,A,25.09189931,92.11786537,,bridge,12203,N2,
2204,1222,NaN,25.09741035,92.11814603,0,link,12204,N2,
2205,26,A,25.10292139,92.11842669,,bridge,12205,N2,
2206,580,NaN,25.10553735,92.11859041,0,link,12206,N2,
2207,3,A,25.10815331,92.11875414,,bridge,12207,N2,
2208,1941,NaN,25.11656216,92.11760556,0,link,12208,N2,
2209,87.5,A,25.12497101,92.11645698,,bridge,12209,N2,
2210,698,NaN,25.12721158,92.11795606,0,link,12210,N2,
2211,26,A,25.12945215,92.11945514,,bridge,12211,N2,
2212,241,NaN,25.13040002,92.11982218,0,link,12212,N2,
2213,22,A,25.13134789,92.12018922,,bridge,12213,N2,
2214,883,NaN,25.1346783,92.12010734,0,link,12214,N2,
2215,79,A,25.13800872,92.12002546,,bridge,12215,N2,
2216,294,NaN,25.13918305,92.11990534,0,link,12216,N2,
2217,14.5,A,25.14035739,92.11978523,,bridge,12217,N2,
2218,1434,NaN,25.14465121,92.11647558,0,link,12218,N2,
2219,63.5,A,25.14894504,92.11316594,,bridge,12219,N2,
2220,483,NaN,25.15042739,92.11105172,0,link,12220,N2,
2221,47.5,A,25.15190974,92.1089375,,bridge,12221,N2,
2222,209,NaN,25.15260087,92.10833993,0,link,12222,N2,
2223,17,A,25.15329199,92.10774235,,bridge,12223,N2,
2224,202,NaN,25.1538411,92.10695681,0,link,12224,N2,
2225,37.6,B,25.15439021,92.10617126,,bridge,12225,N2,
2226,736,NaN,25.15648202,92.10339794,0,link,12226,N2,
2227,81,A,25.15857383,92.10062462,,bridge,12227,N2,
2228,752,NaN,25.16128867,92.09850227,0,link,12228,N2,
2229,36.7,A,25.16400352,92.09637992,,bridge,12229,N2,
2230,4878,NaN,25.1707393,92.0764457,0,link,12230,N2,
2231,39.5,A,25.17747509,92.05651147,,bridge,12231,N2,
2232,197,NaN,25.17708379,92.05568285,0,link,12232,N2,
2233,24.5,A,25.1766925,92.05485422,,bridge,12233,N2,
2234,1883,NaN,25.1786148,92.04611838,0,link,12234,N2,
2235,3.5,A,25.1805371,92.03738254,,bridge,12235,N2,
2236,430,NaN,25.18028409,92.03577984,0,link,12236,N2,
2237,3.5,A,25.18003107,92.03417714,,bridge,12237,N2,
2238,90,NaN,25.17991694,92.03386517,0,link,12238,N2,
2239,2,A,25.17980282,92.0335532,,bridge,12239,N2,
2240,520,NaN,25.17914341,92.03175072,0,link,12240,N2,
2241,6.5,A,25.17848401,92.02994825,,bridge,12241,N2,
2242,230,NaN,25.17822589,92.02913429,0,link,12242,N2,
2243,7,A,25.17796778,92.02832034,,bridge,12243,N2,
2244,580,NaN,25.17680298,92.02779042,0,link,12244,N2,
2245,3.5,A,25.17563819,92.0272605,,bridge,12245,N2,
2246,320,NaN,25.17475509,92.0257922,0,link,12246,N2,
2247,5,A,25.173872,92.0243239,,bridge,12247,N2,
2248,450,NaN,25.17293251,92.02219464,0,link,12248,N2,
2249,40,A,25.17199301,92.02006538,,bridge,12249,N2,
2250,180,NaN,25.17152117,92.01939592,0,link,12250,N2,
2251,5,A,25.17104933,92.01872646,,bridge,12251,N2,
2252,2056,NaN,25.16405246,92.01818233,0,link,12252,N2,
2253,4,,25.1570556,92.0176382,,sourcesink,12253,N2,
2254,4,,23.6904163,90.5466108,,sourcesink,12254,N105,
2255,0,NaN,23.6904163,90.5466108,0,link,12255,N105,
2256,4,,23.6904163,90.546583,N1,intersection,10020,N105,
2257,24,NaN,23.6905123,90.54666414,0,link,12257,N105,
2258,12.8,C,23.6906083,90.54671748,,bridge,12258,N105,
2259,1076,NaN,23.69488267,90.54908329,0,link,12259,N105,
2260,6.25,A,23.69915705,90.5514491,,bridge,12260,N105,
2261,1213,NaN,23.70312053,90.5554647,0,link,12261,N105,
2262,6.1,A,23.707084,90.55948031,,bridge,12262,N105,
2263,1456,NaN,23.71152785,90.56465293,0,link,12263,N105,
2264,6,A,23.7159717,90.56982555,,bridge,12264,N105,
2265,1872,NaN,23.72168841,90.57645522,0,link,12265,N105,
2266,6.1,A,23.72740511,90.58308488,,bridge,12266,N105,
2267,537,NaN,23.72906168,90.5849988,0,link,12267,N105,
2268,6,A,23.73071825,90.58691272,,bridge,12268,N105,
